,Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc,Total Distance,moving_group,weapon_group
2475383,c1775119ab6817,5d0de1777cc658,c35675bbf68a9f,0,0,347.0,3,1,0,12,0,3,2,15.41,1844,squad,28,27,1482,0,0.0,0,0.0,0,0,32.88,3,0,0.0741,32.88,<=10.00%,<=40.00%
2476392,883a2ae6dbb24d,cd7d468dda54f8,9c5e376dbb84d8,1,0,343.0,3,1,0,6,0,3,3,9.277,1388,squad,27,26,1515,0,0.0,0,0.0,0,0,20.81,2,0,0.7308,20.81,<=10.00%,<=20.00%
2480045,0b3ee4ced4aef1,03244df2a61acf,716f05a749b36e,0,0,334.8,3,1,0,15,1477,3,3,7.068,1314,squad,31,31,-1,0,0.0,0,0.0,0,0,37.05,1,1529,0.3333,37.05,<=10.00%,<=10.00%
2482647,09b3b08e502e3f,0dee3e4f421fe7,d079035fd0d627,0,0,402.7,0,0,0,16,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
2484711,6cc9122e3b2858,5cec6fa1b1086e,1b941d589533f3,0,0,508.1,0,0,0,7,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
2487093,7426be228a448e,b7dd799a7aedbf,72fd13e334dc59,0,2,345.2,0,0,2,2,0,0,0,0.0,1808,solo,14,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,1.0,0.0,<=10.00%,<=40.00%
2487100,b77614995f4745,19d8fc545b9a44,c569130170d3e3,0,0,492.2,0,0,0,11,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.0,0.0,<=10.00%,<=90.00%
2494386,454625e4616e0e,93221ca20bfb91,32c53d2d9bb72b,0,0,403.1,0,0,0,12,0,0,0,0.0,1808,solo,20,2,1500,0,0.0,0,0.0,0,0,0.0,5,0,0.0,0.0,<=10.00%,<=70.00%
2503927,390e20184b9e41,281456d18f3d4a,a8806a908405b4,0,0,340.2,0,0,0,11,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.0,0.0,<=10.00%,<=90.00%
2505078,56d529fb1c2e37,255c7aa88c9609,30ec1426e1d434,0,0,395.5,0,0,0,11,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,5,0,0.0,0.0,<=10.00%,<=70.00%
2512750,ced962b68178c3,d006e2baba6dc3,6a8210d28a06af,0,0,349.0,2,1,0,23,1381,2,2,19.15,1382,duo-fpp,48,47,-1,0,0.0,0,0.0,0,0,13.69,1,1418,0.0425,13.69,<=10.00%,<=10.00%
2515928,bf01fee033a2ee,7d33c7a1085057,9e6ea8c9525cb1,0,0,807.1,0,0,0,13,0,0,0,0.0,1808,solo,15,2,1500,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,<=10.00%,<=10.00%
2516039,9594df5e966c1b,1a1be2cc50af4c,ba934233a980fc,0,0,449.1,2,0,0,7,1661,4,3,6.422,1351,squad-fpp,29,28,0,0,0.0,0,0.0,0,0,33.59,2,1523,0.4286,33.59,<=10.00%,<=20.00%
2522154,47c0f542b29448,c1b30803e1db04,1175b594ca5e7a,0,0,456.0,0,0,0,18,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
2525016,4fbf0ec99686ff,4a3f68bf6c38b3,9468aa9813c2dc,0,0,343.0,3,0,0,17,0,2,1,12.13,1380,squad-fpp,30,30,1670,0,0.0,0,0.0,0,0,17.14,1,0,0.931,17.14,<=10.00%,<=10.00%
2541347,3661483bdc9be9,974dd6da62436a,1632bd04e32377,0,0,415.6,0,0,0,15,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
2547038,fcff9482e948b3,83716764e1476f,d0668068cfa369,0,0,333.7,0,0,0,12,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2554519,d08a0166a0e956,ae31d7723982f7,88b2a2980a3713,0,1,656.8,0,2,5,26,0,6,2,141.3,899,normal-squad-fpp,8,8,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
2554531,14e628a98e29ef,e951f7f5175e5d,18bc3ad12a163f,0,0,400.0,4,0,0,25,1422,2,2,5.751,1348,squad-fpp,35,34,-1,0,0.0,0,0.0,0,0,18.13,1,1405,0.3529,18.13,<=10.00%,<=10.00%
2562302,158cf9a44b9078,e11ad5e2354e2c,0a3c9395fa3475,0,0,397.0,0,0,2,5,0,0,0,0.0,1808,solo,14,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
2569385,33647315684f63,48db4b66a895bd,ad3624b6310c24,0,0,420.5,3,1,0,19,0,2,2,3.474,1859,squad-fpp,26,25,1454,0,0.0,0,0.0,0,0,16.15,1,0,0.04,16.15,<=10.00%,<=10.00%
2574554,75bfca88df86cf,d255e1e9b20b7f,c29e9fb4f76702,0,7,529.1,0,0,1,1,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,6,0,1.0,0.0,<=10.00%,<=90.00%
2575199,2aa1ba692237e6,cf3b380330bef1,9e875bc57d2bd9,0,0,495.0,0,0,0,12,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
2580882,bdd39c75964cfc,53281275423d0f,ba17fa9d7821e6,0,0,342.9,3,3,0,12,0,3,3,17.87,1386,squad-fpp,27,26,1459,0,0.0,0,0.0,0,0,37.45,2,0,0.1538,37.45,<=10.00%,<=20.00%
2582349,ececa67950f9e7,b40694fe2008ac,896f3369c36160,0,0,379.8,0,0,0,9,0,0,0,0.0,1803,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
2585804,b63b8d9ad71b82,5b2405c02106d6,8ca30ed6e8926d,0,0,559.5,0,0,0,4,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
2597581,6e602918500ac9,864b268f541e42,6893c8fdd49d66,1,0,342.9,3,1,0,23,0,2,2,15.33,1308,squad-fpp,27,27,1434,0,0.0,0,0.0,0,0,41.36,1,0,0.1538,41.36,<=10.00%,<=10.00%
2599804,e4730648bfd086,b65ef31f60f5d8,86ade49e409b36,0,0,365.4,2,1,4,8,0,3,3,10.34,1297,squad-fpp,28,25,1874,0,0.0,0,0.0,0,0,40.67,3,0,0.5926,40.67,<=10.00%,<=40.00%
2602683,b7e685611bd03d,5f0d6649f05519,db6f6d1f0d4904,1,0,485.6,0,0,4,17,0,4,1,53.82,898,normal-solo-fpp,20,15,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.6842,0.0,<=10.00%,<=60.00%
2619810,784b2a14e72a35,48e0c07e1689f8,88b2a2980a3713,2,0,344.7,0,1,0,35,0,2,1,84.32,899,normal-squad-fpp,8,8,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.8571,0.0,<=10.00%,<=60.00%
2626300,1f4472d075eaec,ac9a157d4291a3,6f8cbb35314efb,0,0,440.5,0,0,0,11,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2631926,9197db8b3bae20,b62059fba96ae2,2a7eeeabd39f0a,0,0,443.7,0,0,0,6,0,0,0,0.0,1808,solo,15,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2632682,03ba111d0be98a,c30b9098cf6c34,3f4fe53ee073b1,0,0,634.0,0,0,0,4,0,0,0,0.0,1062,solo,17,1,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2634547,41018b20d899db,c41bf6e8e64cef,7b035b4e9952ed,0,0,363.5,2,0,1,24,0,2,2,19.42,1321,duo-fpp,47,47,1513,0,0.0,0,0.0,0,0,33.84,1,0,0.1739,33.84,<=10.00%,<=10.00%
2639333,fbab7708a9a445,c15d30517966e8,1b066b1bd0036f,0,0,369.7,0,0,0,18,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,<=10.00%,<=10.00%
2639649,480dcdac28bba6,9d852c8d4b478c,02d17b99f39a48,0,0,395.0,0,0,0,7,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,5,0,0.0,0.0,<=10.00%,<=70.00%
2642440,9fcb25542b8c80,5e3089e8ba2aff,a77384acfbd4ab,0,0,431.1,0,0,0,1,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,6,0,1.0,0.0,<=10.00%,<=90.00%
2662080,6108b9a9566e2b,17faffc6fac63b,d976f8c6a769bf,0,0,334.4,0,0,0,10,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
2664290,bedbff2c80feeb,4a0ee4158c0da2,8f3dbddfbb6509,0,0,364.4,0,0,0,7,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
2671132,4040fab524bd72,1ad83ea415bff3,2831de815e9e89,0,0,367.2,3,1,0,23,0,2,2,9.501,1947,squad,28,28,1681,0,0.0,0,0.0,0,0,41.34,1,0,0.037,41.34,<=10.00%,<=10.00%
2689636,de509b6e23c21f,1609aee26f4a5b,ba1ee40d0d3be5,0,0,340.6,0,0,0,8,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
2689695,5750f9100835d4,d27386d898cc45,db85c12e4f1aed,0,0,337.3,0,0,0,15,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
2696473,a889acf6ee61c6,834404f1f7eef2,7494245d9d3c49,0,0,644.7,0,0,0,3,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,1.0,0.0,<=10.00%,<=20.00%
2703987,b47613f1581e84,df34750414b153,f1c2b01dd9b967,0,0,549.7,0,0,0,2,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
2706922,a98c1861f5aad3,46bc766ae110d5,44296bc5ac07ee,0,0,488.1,0,0,0,2,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,1.0,0.0,<=10.00%,<=20.00%
2712698,516045eb3a58fa,325d6f8b30dacd,89e409394ae00f,0,0,1130.0,0,0,0,9,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
2724844,a021d50ab014bf,7921c8beb38c2d,2183f03b8dd456,0,0,453.8,0,0,0,6,0,0,0,0.0,1808,solo,20,2,1500,0,0.0,0,0.0,0,0,0.0,5,0,1.0,0.0,<=10.00%,<=70.00%
2729574,c18ea17af93d1e,2cce6311d3ee25,101499e149704d,0,0,334.3,3,0,2,85,1481,0,0,0.0,1350,squad-fpp,29,28,-1,0,0.0,0,0.0,0,0,25.27,1,1556,0.0714,25.27,<=10.00%,<=10.00%
2729698,d75a0c15a32e44,265692e7c1ce7c,d2725db0327497,0,0,386.0,0,0,0,12,0,0,0,0.0,1808,solo,15,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2729876,bba6bbed0e874d,0e140c2cdeb5ab,95838f93756a4a,0,0,377.5,4,0,0,73,0,0,0,0.0,1366,squad-fpp,27,24,1637,0,0.0,0,0.0,0,0,14.6,1,0,0.1154,14.6,<=10.00%,<=10.00%
2740980,b1e9caff81b981,b2a1bd12b99f3c,41b5c7b0d24f70,0,0,369.3,0,0,0,15,0,0,0,0.0,1601,solo,19,1,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2742780,1a97e04283c053,2f2bf4234e0ac7,dfb3452adf8b56,0,0,926.9,0,0,0,6,0,0,0,0.0,1781,solo,18,1,1500,0,0.0,0,0.0,0,0,0.0,5,0,0.0,0.0,<=10.00%,<=70.00%
2748583,842053dc96e861,3ee86280b83ee4,6c48137cc609db,2,1,793.0,0,0,0,21,1000,7,2,13.99,492,normal-squad-fpp,8,8,-1,0,0.0,0,0.0,0,0,4.669,5,1500,0.0,4.669,<=10.00%,<=70.00%
2749029,06ac8c7c0ac3e7,f2da5b4030fe40,07d0a3c0560892,2,0,351.0,4,1,0,21,0,2,2,5.979,1406,squad,29,29,1526,0,0.0,0,0.0,0,0,31.78,1,0,0.0357,31.78,<=10.00%,<=10.00%
2750112,b765a8c9531874,47c30fdbb3cdcf,a7442db75ead10,1,0,356.9,2,0,0,24,0,2,2,7.486,1374,duo-fpp,49,47,1648,0,0.0,0,0.0,0,0,24.91,1,0,0.2292,24.91,<=10.00%,<=10.00%
2754941,b16fde471577b4,649f09040a4c01,1a91234bd27a14,0,0,398.3,0,0,0,8,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2768806,8a8ae12dd45d32,c5cc6b9204c57b,a91bbc26c20be3,0,0,357.3,3,1,0,15,1669,2,2,18.46,1377,squad-fpp,28,27,-1,0,0.0,0,0.0,0,0,35.17,1,1534,0.3704,35.17,<=10.00%,<=10.00%
2773547,c41633399681f8,eee4b2e1f4cb92,dbbc3e4f9ead1e,0,0,372.2,0,0,0,9,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.0,0.0,<=10.00%,<=90.00%
2774781,40cb6313ef22b2,ff6b49c3ff2905,8f0867fd67c45b,0,0,343.0,2,0,0,11,0,3,3,12.06,1462,duo-fpp,49,44,1482,0,0.0,0,0.0,0,0,15.49,1,0,0.0208,15.49,<=10.00%,<=10.00%
2777848,36dbe4adb02c2a,0470b782aed4ad,2786062700ee33,0,3,500.8,0,0,4,8,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
2779633,95d6b06b94492f,54b35acee0e765,5e6ce8b06ee1cb,1,0,345.8,1,1,0,11,1401,3,2,5.129,1408,duo,49,49,-1,0,0.0,0,0.0,0,0,25.76,1,1448,0.1667,25.76,<=10.00%,<=10.00%
2781542,cfcd4f8602a7a9,52820b1aef7132,0231af78de2294,0,0,383.0,4,0,0,18,0,2,2,14.11,1377,squad,27,27,1482,0,0.0,0,0.0,0,0,36.66,2,0,0.6538,36.66,<=10.00%,<=20.00%
2804060,76fff567193714,0ba336bdba82f5,a33291b94c95ce,0,0,334.3,0,0,0,14,1183,3,2,4.96,1440,solo,97,97,-1,0,0.0,0,0.0,0,0,31.18,2,1519,0.3125,31.18,<=10.00%,<=20.00%
2815848,9c2dc032823090,3d2b4850697f9d,f784c2fb88337f,0,0,825.7,0,0,0,6,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
2823258,b04e983cbda825,42f8584812ba92,a3cb4651bdbcfc,0,0,1005.0,0,0,0,14,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,<=10.00%,<=10.00%
2825858,1392d49c2ef1a7,006efb64dacaae,4062b630a8c49e,0,0,389.0,1,2,0,10,0,3,2,10.31,1905,duo-fpp,47,46,1494,0,0.0,0,0.0,0,0,25.48,1,0,0.087,25.48,<=10.00%,<=10.00%
2833578,563a4e83d3055c,409380bd91f359,45a4c1e0eb49f7,0,0,424.0,0,0,0,6,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
2836482,822819abf1e9e3,02feac7e6be616,f247b53042156c,0,0,426.7,0,0,0,6,0,0,0,0.0,1443,solo,18,1,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2838893,16ef86dc9e88e1,a5149d6e9cf162,fef236a34e2aea,0,0,333.7,3,0,0,13,1778,3,3,31.04,1226,duo-fpp,50,47,-1,0,0.0,0,0.0,0,0,20.13,1,1535,0.0612,20.13,<=10.00%,<=10.00%
2846065,971e45423ae3bb,c4a86b0268d8fb,d3b4b8ca431169,0,0,366.1,2,0,0,18,1533,2,2,17.03,1887,squad-fpp,28,26,-1,0,0.0,0,0.0,0,0,41.21,1,1429,0.037,41.21,<=10.00%,<=10.00%
2848612,48f802bc4e20a8,448298e52f690e,ec5d26b1586f0f,0,0,360.7,0,0,0,12,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
2850007,6a7f72cae463fa,cb4d69ca499065,99aa3d742800a3,1,0,383.9,3,0,0,39,0,1,1,1.905,1300,squad-fpp,27,26,1454,0,0.0,0,0.0,0,0,36.69,1,0,0.0385,36.69,<=10.00%,<=10.00%
2863883,92105c6a3ac22c,4419aa14bd7a6a,3a1c353d2ab576,2,0,344.1,4,0,0,84,1194,0,0,0.0,1357,squad-fpp,29,28,-1,0,0.0,0,0.0,0,0,33.48,2,1522,0.1429,33.48,<=10.00%,<=20.00%
2864741,e607f6a95135f4,b8d81941c7987c,d3ce07eac24417,0,0,386.6,3,2,0,11,1355,3,3,6.057,1377,squad,27,23,-1,0,0.0,0,0.0,0,0,14.44,2,1500,0.1923,14.44,<=10.00%,<=20.00%
2869554,8481090c9951ae,54b64b541e61b7,d07c747facbe6f,0,0,937.9,0,0,0,14,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
2870748,d08fc61affed99,218ac1bf9175f3,3db28eecd91668,0,0,547.2,0,0,0,9,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2872743,3f7ee9d04ada11,baaf70a109c4b6,73c7a6f158f7b5,0,0,396.0,0,0,0,18,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
2890057,cd9029da8df84c,d0838d28b97eda,ac851f0174ba84,1,0,464.5,0,1,0,40,0,4,2,43.83,554,normal-squad-fpp,7,7,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.8333,0.0,<=10.00%,<=90.00%
2907887,6a806f79fda4f6,78062851f625a4,695e0de5e436a7,0,0,489.5,0,0,0,18,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
2916219,26f04cff5e75af,4366ab7bd2a88a,7b10b791a026b4,1,0,398.4,3,1,0,10,0,3,2,19.36,1353,squad-fpp,26,26,1464,0,0.0,0,0.0,0,0,24.28,2,0,0.12,24.28,<=10.00%,<=20.00%
2922839,141c342788c506,6f598dec47ef6f,881119bc30a88d,0,0,427.8,0,0,0,16,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
2923240,d02604059f7e4a,a05676c8954b9c,0a0914adadb064,0,0,334.4,0,0,0,12,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
2926863,276616d7ef9688,619b4839b69b42,726a277c48115e,0,0,396.0,0,0,0,14,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
2931874,90aeb9faca7b05,0575ffbb23cda7,e11d2cd04d47ce,0,0,400.0,0,2,0,7,0,4,4,14.96,1383,solo-fpp,94,92,1521,0,0.0,0,0.0,0,0,30.35,1,0,0.2043,30.35,<=10.00%,<=10.00%
2942468,5369479c3e6387,0287e88f81bc9c,ee31483be96d74,1,0,343.0,3,1,0,12,1678,3,3,26.67,1231,squad-fpp,32,31,-1,0,0.0,0,0.0,0,0,32.26,1,1543,0.129,32.26,<=10.00%,<=10.00%
2963028,9d8fd4a990e3e5,26f514448329dd,68dcf3782f5efe,2,0,377.5,0,1,0,20,0,2,2,52.23,1886,solo-fpp,96,96,1541,0,0.0,0,0.0,0,0,35.48,1,0,0.1789,35.48,<=10.00%,<=10.00%
2966222,d35179cc46b951,3d53d20a5a1c82,c1794521f0f5e5,0,0,363.9,3,0,0,41,2018,1,1,3.712,1367,squad-fpp,30,29,0,0,0.0,0,0.0,0,0,32.51,1,1593,0.0345,32.51,<=10.00%,<=10.00%
2966325,d6024952bf4ff8,93221ca20bfb91,32c53d2d9bb72b,0,0,342.8,0,0,0,9,0,0,0,0.0,1808,solo,20,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
2966547,0c3d08af52bfb2,9f65e9c84c83c6,238fda59ebb7bc,0,0,391.4,0,0,0,8,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2967220,57a025c5fea2b4,a77d70a6de206d,70357848de1236,0,0,374.0,0,0,0,9,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2975818,ae0c6775a33628,ff139ae926f61c,da46b3de7f2fff,0,0,348.5,3,0,0,83,1594,0,0,0.0,1285,squad,30,28,-1,0,0.0,0,0.0,0,0,28.09,1,1529,0.1379,28.09,<=10.00%,<=10.00%
2979779,012780db8cda90,183784cc755187,c957986a1d52e5,0,0,341.9,3,1,0,12,1494,3,2,2.797,1865,duo-fpp,49,45,-1,0,0.0,0,0.0,0,0,32.83,1,1440,0.2708,32.83,<=10.00%,<=10.00%
2992246,55d8fa3500e5e1,d2bfefdd70417c,58055181940065,0,0,442.9,0,0,0,7,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
3027535,bda9b9d78c2afb,251ac2bd97600c,9dc98466b9594d,1,0,535.5,5,1,0,17,0,6,5,30.88,559,normal-squad-fpp,10,10,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.6667,0.0,<=10.00%,<=90.00%
3035933,ed990fd4c26899,d3d26793d097b7,4202c9c526d2ad,0,0,344.7,0,0,0,17,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
3062724,37ce703528f782,888ea91a572f97,2b583367728a4c,1,0,343.0,3,1,0,10,0,3,2,9.533,1123,squad-fpp,27,25,1422,0,0.0,0,0.0,0,0,33.07,2,0,0.4615,33.07,<=10.00%,<=20.00%
3067743,51d235017722e0,181f78d12cced8,0a529937b72cec,0,0,838.5,0,0,0,4,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.0,0.0,<=10.00%,<=90.00%
3070689,7571c480d62bdb,c01b2bdd7c4659,ef840b754b1f71,2,2,423.4,3,1,5,9,1000,6,1,115.0,869,normal-squad-fpp,5,5,-1,1,0.0,0,0.0,0,0,0.0,4,1500,0.25,0.0,<=10.00%,<=60.00%
3072143,7f19de7437b1e1,f37624373b9b4f,f2d026a8d29b2c,0,0,889.6,0,0,0,12,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,5,0,0.0,0.0,<=10.00%,<=70.00%
3077589,f99985729ccf74,0c47889eef392d,31da91886a5fdd,2,0,445.9,3,1,0,10,0,3,3,4.871,1294,squad-fpp,29,29,1473,0,0.0,0,0.0,0,0,19.95,2,0,0.0714,19.95,<=10.00%,<=20.00%
3084009,6e50f0c78a9037,aa10ae8df56a08,cf23ace3808f9b,0,0,475.4,3,2,1,18,1858,3,2,57.25,1464,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,38.34,1,1457,0.0741,38.34,<=10.00%,<=10.00%
3085790,5147990648f8dd,ac9a62e037172a,a697baffd089d6,0,1,353.8,0,0,1,2,0,0,0,0.0,1189,solo,17,1,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3087225,51de91f6cf1a24,a359317e1d394e,9e25382ddff790,0,1,492.6,0,0,6,3,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
3089911,2a888d525b2b7c,2a4fd2e337d192,400e56cd7abe96,0,0,600.0,3,1,0,3,0,6,6,0.8314,1333,duo-fpp,42,38,1523,0,0.0,0,0.0,0,0,22.52,0,0,0.2439,22.52,<=10.00%,<=10.00%
3094182,35f55f85ea31af,fdf1b8f79ab8e1,b01632bf77cbe3,1,0,380.0,3,0,0,9,1757,3,3,17.13,1337,squad-fpp,29,29,-1,0,0.0,0,0.0,0,0,32.83,2,1463,0.1429,32.83,<=10.00%,<=20.00%
3100028,fda22f5de9afec,1fd1bf6dc8b047,3076c4618c6638,0,0,2079.0,0,0,11,4,0,0,0,0.0,1808,solo,15,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3106501,e9bba5560dd2f8,17faffc6fac63b,d976f8c6a769bf,0,0,384.1,0,0,0,11,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3111209,ef7404b0be2e35,d65a4be36aba6e,6d8f24de5d78fa,0,0,486.1,0,0,0,4,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,5,0,0.0,0.0,<=10.00%,<=70.00%
3114781,806865f3172218,c8fb207baaa8aa,1a2070090cb25b,0,0,347.7,0,1,0,13,0,3,1,31.8,1439,solo-fpp,95,94,1525,0,0.0,0,0.0,0,0,38.46,1,0,0.2234,38.46,<=10.00%,<=10.00%
3138987,13f1405c9a0134,799ef92552ba8d,196d1f5f0c2f7a,0,0,362.2,5,1,0,7,0,4,2,5.445,1454,squad,27,25,1466,0,0.0,0,0.0,0,0,19.02,3,0,0.1154,19.02,<=10.00%,<=40.00%
3153684,56348928a1e3c8,1fd1bf6dc8b047,3076c4618c6638,0,0,1055.0,0,0,20,3,0,0,0,0.0,1808,solo,15,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3157276,189c6c658d5a41,b0d7e4cd4417a2,6bc2ef50be3bbc,0,0,470.1,0,0,0,1,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,1.0,0.0,<=10.00%,<=60.00%
3178125,17854ce712a2e3,73789168cad0ba,bd8ba014183b8e,0,0,693.0,0,0,0,17,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
